date,province,crop,price,unit,source
2025-08-01,นครราชสีมา,อ้อยโรงงาน,1.05,บาท/กก.,OAE-DIT-sample
2025-08-01,บึงกาฬ,อ้อยโรงงาน,1.04,บาท/กก.,OAE-DIT-sample
2025-08-01,บุรีรัมย์,อ้อยโรงงาน,1.04,บาท/กก.,OAE-DIT-sample
2025-08-01,มหาสารคาม,อ้อยโรงงาน,1.06,บาท/กก.,OAE-DIT-sample
2025-08-01,มุกดาหาร,อ้อยโรงงาน,1.05,บาท/กก.,OAE-DIT-sample
2025-08-01,ยโสธร,อ้อยโรงงาน,1.04,บาท/กก.,OAE-DIT-sample
2025-08-01,ร้อยเอ็ด,อ้อยโรงงาน,1.04,บาท/กก.,OAE-DIT-sample
2025-08-01,เลย,อ้อยโรงงาน,1.04,บาท/กก.,OAE-DIT-sample
2025-08-01,ศรีสะเกษ,อ้อยโรงงาน,1.04,บาท/กก.,OAE-DIT-sample
2025-08-01,สกลนคร,อ้อยโรงงาน,1.04,บาท/กก.,OAE-DIT-sample
2025-08-01,สุรินทร์,อ้อยโรงงาน,1.03,บาท/กก.,OAE-DIT-sample
2025-08-01,หนองคาย,อ้อยโรงงาน,1.04,บาท/กก.,OAE-DIT-sample
2025-08-01,หนองบัวลำภู,อ้อยโรงงาน,1.06,บาท/กก.,OAE-DIT-sample
2025-08-01,อำนาจเจริญ,อ้อยโรงงาน,1.05,บาท/กก.,OAE-DIT-sample
2025-08-01,อุดรธานี,อ้อยโรงงาน,1.06,บาท/กก.,OAE-DIT-sample
2025-08-01,อุบลราชธานี,อ้อยโรงงาน,1.05,บาท/กก.,OAE-DIT-sample
2025-09-01,กาฬสินธุ์,อ้อยโรงงาน,1.04,บาท/กก.,OAE-DIT-sample
2025-09-01,ขอนแก่น,อ้อยโรงงาน,1.04,บาท/กก.,OAE-DIT-sample
2025-09-01,ชัยภูมิ,อ้อยโรงงาน,1.03,บาท/กก.,OAE-DIT-sample
2025-09-01,นครพนม,อ้อยโรงงาน,1.02,บาท/กก.,OAE-DIT-sample
2025-09-01,นครราชสีมา,อ้อยโรงงาน,1.04,บาท/กก.,OAE-DIT-sample
2025-09-01,บึงกาฬ,อ้อยโรงงาน,1.03,บาท/กก.,OAE-DIT-sample
2025-09-01,บุรีรัมย์,อ้อยโรงงาน,1.03,บาท/กก.,OAE-DIT-sample
2025-09-01,มหาสารคาม,อ้อยโรงงาน,1.04,บาท/กก.,OAE-DIT-sample
2025-09-01,มุกดาหาร,อ้อยโรงงาน,1.04,บาท/กก.,OAE-DIT-sample
2025-09-01,ยโสธร,อ้อยโรงงาน,1.02,บาท/กก.,OAE-DIT-sample
2025-09-01,ร้อยเอ็ด,อ้อยโรงงาน,1.02,บาท/กก.,OAE-DIT-sample
2025-09-01,เลย,อ้อยโรงงาน,1.03,บาท/กก.,OAE-DIT-sample
2025-09-01,ศรีสะเกษ,อ้อยโรงงาน,1.03,บาท/กก.,OAE-DIT-sample
2025-09-01,สกลนคร,อ้อยโรงงาน,1.02,บาท/กก.,OAE-DIT-sample
2025-09-01,สุรินทร์,อ้อยโรงงาน,1.02,บาท/กก.,OAE-DIT-sample
2025-09-01,หนองคาย,อ้อยโรงงาน,1.03,บาท/กก.,OAE-DIT-sample
2025-09-01,หนองบัวลำภู,อ้อยโรงงาน,1.05,บาท/กก.,OAE-DIT-sample
2025-09-01,อำนาจเจริญ,อ้อยโรงงาน,1.04,บาท/กก.,OAE-DIT-sample
2025-09-01,อุดรธานี,อ้อยโรงงาน,1.05,บาท/กก.,OAE-DIT-sample
2025-09-01,อุบลราชธานี,อ้อยโรงงาน,1.04,บาท/กก.,OAE-DIT-sample
2025-10-01,กาฬสินธุ์,อ้อยโรงงาน,1.06,บาท/กก.,OAE-DIT-sample
2025-10-01,ขอนแก่น,อ้อยโรงงาน,1.06,บาท/กก.,OAE-DIT-sample
2025-10-01,ชัยภูมิ,อ้อยโรงงาน,1.05,บาท/กก.,OAE-DIT-sample
2025-10-01,นครพนม,อ้อยโรงงาน,1.04,บาท/กก.,OAE-DIT-sample
2025-10-01,นครราชสีมา,อ้อยโรงงาน,1.06,บาท/กก.,OAE-DIT-sample
2025-10-01,บึงกาฬ,อ้อยโรงงาน,1.05,บาท/กก.,OAE-DIT-sample
2025-10-01,บุรีรัมย์,อ้อยโรงงาน,1.05,บาท/กก.,OAE-DIT-sample
2025-10-01,มหาสารคาม,อ้อยโรงงาน,1.06,บาท/กก.,OAE-DIT-sample
2025-10-01,มุกดาหาร,อ้อยโรงงาน,1.06,บาท/กก.,OAE-DIT-sample
2025-10-01,ยโสธร,อ้อยโรงงาน,1.05,บาท/กก.,OAE-DIT-sample
2025-10-01,ร้อยเอ็ด,อ้อยโรงงาน,1.05,บาท/กก.,OAE-DIT-sample
2025-10-01,เลย,อ้อยโรงงาน,1.05,บาท/กก.,OAE-DIT-sample
2025-10-01,ศรีสะเกษ,อ้อยโรงงาน,1.05,บาท/กก.,OAE-DIT-sample
2025-10-01,สกลนคร,อ้อยโรงงาน,1.05,บาท/กก.,OAE-DIT-sample
2025-10-01,สุรินทร์,อ้อยโรงงาน,1.04,บาท/กก.,OAE-DIT-sample
2025-10-01,หนองคาย,อ้อยโรงงาน,1.05,บาท/กก.,OAE-DIT-sample
2025-10-01,หนองบัวลำภู,อ้อยโรงงาน,1.07,บาท/กก.,OAE-DIT-sample
2025-10-01,อำนาจเจริญ,อ้อยโรงงาน,1.06,บาท/กก.,OAE-DIT-sample
2025-10-01,อุดรธานี,อ้อยโรงงาน,1.07,บาท/กก.,OAE-DIT-sample
2025-10-01,อุบลราชธานี,อ้อยโรงงาน,1.06,บาท/กก.,OAE-DIT-sample
2025-11-01,กาฬสินธุ์,อ้อยโรงงาน,1.01,บาท/กก.,OAE-DIT-sample
2025-11-01,ขอนแก่น,อ้อยโรงงาน,1.01,บาท/กก.,OAE-DIT-sample
2025-11-01,ชัยภูมิ,อ้อยโรงงาน,1.0,บาท/กก.,OAE-DIT-sample
2025-11-01,นครพนม,อ้อยโรงงาน,0.99,บาท/กก.,OAE-DIT-sample
2025-11-01,นครราชสีมา,อ้อยโรงงาน,1.01,บาท/กก.,OAE-DIT-sample
2025-11-01,บึงกาฬ,อ้อยโรงงาน,1.0,บาท/กก.,OAE-DIT-sample
2025-11-01,บุรีรัมย์,อ้อยโรงงาน,1.0,บาท/กก.,OAE-DIT-sample
2025-11-01,มหาสารคาม,อ้อยโรงงาน,1.02,บาท/กก.,OAE-DIT-sample
2025-11-01,มุกดาหาร,อ้อยโรงงาน,1.01,บาท/กก.,OAE-DIT-sample
2025-11-01,ยโสธร,อ้อยโรงงาน,1.0,บาท/กก.,OAE-DIT-sample
2025-11-01,ร้อยเอ็ด,อ้อยโรงงาน,1.0,บาท/กก.,OAE-DIT-sample
2025-11-01,เลย,อ้อยโรงงาน,1.0,บาท/กก.,OAE-DIT-sample
2025-11-01,ศรีสะเกษ,อ้อยโรงงาน,1.0,บาท/กก.,OAE-DIT-sample
2025-11-01,สกลนคร,อ้อยโรงงาน,1.0,บาท/กก.,OAE-DIT-sample
2025-11-01,สุรินทร์,อ้อยโรงงาน,0.99,บาท/กก.,OAE-DIT-sample
2025-11-01,หนองคาย,อ้อยโรงงาน,1.0,บาท/กก.,OAE-DIT-sample
2025-11-01,หนองบัวลำภู,อ้อยโรงงาน,1.02,บาท/กก.,OAE-DIT-sample
2025-11-01,อำนาจเจริญ,อ้อยโรงงาน,1.01,บาท/กก.,OAE-DIT-sample
2025-11-01,อุดรธานี,อ้อยโรงงาน,1.02,บาท/กก.,OAE-DIT-sample
2025-11-01,อุบลราชธานี,อ้อยโรงงาน,1.01,บาท/กก.,OAE-DIT-sample
2025-12-01,กาฬสินธุ์,อ้อยโรงงาน,1.04,บาท/กก.,OAE-DIT-sample
2025-12-01,ขอนแก่น,อ้อยโรงงาน,1.04,บาท/กก.,OAE-DIT-sample
2025-12-01,ชัยภูมิ,อ้อยโรงงาน,1.03,บาท/กก.,OAE-DIT-sample
2025-12-01,นครพนม,อ้อยโรงงาน,1.02,บาท/กก.,OAE-DIT-sample
2025-12-01,นครราชสีมา,อ้อยโรงงาน,1.04,บาท/กก.,OAE-DIT-sample
2025-12-01,บึงกาฬ,อ้อยโรงงาน,1.03,บาท/กก.,OAE-DIT-sample
2025-12-01,บุรีรัมย์,อ้อยโรงงาน,1.03,บาท/กก.,OAE-DIT-sample
2025-12-01,มหาสารคาม,อ้อยโรงงาน,1.05,บาท/กก.,OAE-DIT-sample
2025-12-01,มุกดาหาร,อ้อยโรงงาน,1.04,บาท/กก.,OAE-DIT-sample
2025-12-01,ยโสธร,อ้อยโรงงาน,1.03,บาท/กก.,OAE-DIT-sample
2025-12-01,ร้อยเอ็ด,อ้อยโรงงาน,1.03,บาท/กก.,OAE-DIT-sample
2025-12-01,เลย,อ้อยโรงงาน,1.03,บาท/กก.,OAE-DIT-sample
2025-12-01,ศรีสะเกษ,อ้อยโรงงาน,1.03,บาท/กก.,OAE-DIT-sample
2025-12-01,สกลนคร,อ้อยโรงงาน,1.03,บาท/กก.,OAE-DIT-sample
2025-12-01,สุรินทร์,อ้อยโรงงาน,1.02,บาท/กก.,OAE-DIT-sample
2025-12-01,หนองคาย,อ้อยโรงงาน,1.03,บาท/กก.,OAE-DIT-sample
2025-12-01,หนองบัวลำภู,อ้อยโรงงาน,1.05,บาท/กก.,OAE-DIT-sample
2025-12-01,อำนาจเจริญ,อ้อยโรงงาน,1.04,บาท/กก.,OAE-DIT-sample
2025-12-01,อุดรธานี,อ้อยโรงงาน,1.05,บาท/กก.,OAE-DIT-sample
2025-12-01,อุบลราชธานี,อ้อยโรงงาน,1.04,บาท/กก.,OAE-DIT-sample
2026-01-01,กาฬสินธุ์,อ้อยโรงงาน,1.04,บาท/กก.,OAE-DIT-sample
2026-01-01,ขอนแก่น,อ้อยโรงงาน,1.04,บาท/กก.,OAE-DIT-sample
2026-01-01,ชัยภูมิ,อ้อยโรงงาน,1.03,บาท/กก.,OAE-DIT-sample
2026-01-01,นครพนม,อ้อยโรงงาน,1.02,บาท/กก.,OAE-DIT-sample
2026-01-01,นครราชสีมา,อ้อยโรงงาน,1.04,บาท/กก.,OAE-DIT-sample
2026-01-01,บึงกาฬ,อ้อยโรงงาน,1.03,บาท/กก.,OAE-DIT-sample
2026-01-01,บุรีรัมย์,อ้อยโรงงาน,1.03,บาท/กก.,OAE-DIT-sample
2026-01-01,มหาสารคาม,อ้อยโรงงาน,1.05,บาท/กก.,OAE-DIT-sample
2026-01-01,มุกดาหาร,อ้อยโรงงาน,1.04,บาท/กก.,OAE-DIT-sample
2026-01-01,ยโสธร,อ้อยโรงงาน,1.03,บาท/กก.,OAE-DIT-sample
2026-01-01,ร้อยเอ็ด,อ้อยโรงงาน,1.03,บาท/กก.,OAE-DIT-sample
2026-01-01,เลย,อ้อยโรงงาน,1.03,บาท/กก.,OAE-DIT-sample
2026-01-01,ศรีสะเกษ,อ้อยโรงงาน,1.03,บาท/กก.,OAE-DIT-sample
2026-01-01,สกลนคร,อ้อยโรงงาน,1.03,บาท/กก.,OAE-DIT-sample
2026-01-01,สุรินทร์,อ้อยโรงงาน,1.02,บาท/กก.,OAE-DIT-sample
2026-01-01,หนองคาย,อ้อยโรงงาน,1.03,บาท/กก.,OAE-DIT-sample
2026-01-01,หนองบัวลำภู,อ้อยโรงงาน,1.05,บาท/กก.,OAE-DIT-sample
2026-01-01,อำนาจเจริญ,อ้อยโรงงาน,1.04,บาท/กก.,OAE-DIT-sample
2026-01-01,อุดรธานี,อ้อยโรงงาน,1.05,บาท/กก.,OAE-DIT-sample
2026-01-01,อุบลราชธานี,อ้อยโรงงาน,1.04,บาท/กก.,OAE-DIT-sample
2026-02-01,กาฬสินธุ์,อ้อยโรงงาน,1.0,บาท/กก.,OAE-DIT-sample
2026-02-01,ขอนแก่น,อ้อยโรงงาน,1.0,บาท/กก.,OAE-DIT-sample
2026-02-01,ชัยภูมิ,อ้อยโรงงาน,0.99,บาท/กก.,OAE-DIT-sample
2026-02-01,นครพนม,อ้อยโรงงาน,0.98,บาท/กก.,OAE-DIT-sample
2026-02-01,นครราชสีมา,อ้อยโรงงาน,1.0,บาท/กก.,OAE-DIT-sample
2026-02-01,บึงกาฬ,อ้อยโรงงาน,0.99,บาท/กก.,OAE-DIT-sample
2026-02-01,บุรีรัมย์,อ้อยโรงงาน,0.99,บาท/กก.,OAE-DIT-sample
2026-02-01,มหาสารคาม,อ้อยโรงงาน,1.01,บาท/กก.,OAE-DIT-sample
2026-02-01,มุกดาหาร,อ้อยโรงงาน,1.0,บาท/กก.,OAE-DIT-sample
2026-02-01,ยโสธร,อ้อยโรงงาน,0.99,บาท/กก.,OAE-DIT-sample
2026-02-01,ร้อยเอ็ด,อ้อยโรงงาน,0.99,บาท/กก.,OAE-DIT-sample
2026-02-01,เลย,อ้อยโรงงาน,0.99,บาท/กก.,OAE-DIT-sample
2026-02-01,ศรีสะเกษ,อ้อยโรงงาน,0.99,บาท/กก.,OAE-DIT-sample
2026-02-01,สกลนคร,อ้อยโรงงาน,0.99,บาท/กก.,OAE-DIT-sample
2026-02-01,สุรินทร์,อ้อยโรงงาน,0.98,บาท/กก.,OAE-DIT-sample
2026-02-01,หนองคาย,อ้อยโรงงาน,0.99,บาท/กก.,OAE-DIT-sample
2026-02-01,หนองบัวลำภู,อ้อยโรงงาน,1.01,บาท/กก.,OAE-DIT-sample
2026-02-01,อำนาจเจริญ,อ้อยโรงงาน,1.0,บาท/กก.,OAE-DIT-sample
2026-02-01,อุดรธานี,อ้อยโรงงาน,1.01,บาท/กก.,OAE-DIT-sample
2026-02-01,อุบลราชธานี,อ้อยโรงงาน,1.0,บาท/กก.,OAE-DIT-sample
2026-03-01,กาฬสินธุ์,อ้อยโรงงาน,1.03,บาท/กก.,OAE-DIT-sample
2026-03-01,ขอนแก่น,อ้อยโรงงาน,1.02,บาท/กก.,OAE-DIT-sample
2026-03-01,ชัยภูมิ,อ้อยโรงงาน,1.01,บาท/กก.,OAE-DIT-sample
2026-03-01,นครพนม,อ้อยโรงงาน,1.0,บาท/กก.,OAE-DIT-sample
2026-03-01,นครราชสีมา,อ้อยโรงงาน,1.02,บาท/กก.,OAE-DIT-sample
2026-03-01,บึงกาฬ,อ้อยโรงงาน,1.01,บาท/กก.,OAE-DIT-sample
2026-03-01,บุรีรัมย์,อ้อยโรงงาน,1.01,บาท/กก.,OAE-DIT-sample
2026-03-01,มหาสารคาม,อ้อยโรงงาน,1.03,บาท/กก.,OAE-DIT-sample
2026-03-01,มุกดาหาร,อ้อยโรงงาน,1.03,บาท/กก.,OAE-DIT-sample
2026-03-01,ยโสธร,อ้อยโรงงาน,1.01,บาท/กก.,OAE-DIT-sample
2026-03-01,ร้อยเอ็ด,อ้อยโรงงาน,1.01,บาท/กก.,OAE-DIT-sample
2026-03-01,เลย,อ้อยโรงงาน,1.01,บาท/กก.,OAE-DIT-sample
2026-03-01,ศรีสะเกษ,อ้อยโรงงาน,1.01,บาท/กก.,OAE-DIT-sample
2026-03-01,สกลนคร,อ้อยโรงงาน,1.01,บาท/กก.,OAE-DIT-sample
2026-03-01,สุรินทร์,อ้อยโรงงาน,1.0,บาท/กก.,OAE-DIT-sample
2026-03-01,หนองคาย,อ้อยโรงงาน,1.02,บาท/กก.,OAE-DIT-sample
2026-03-01,หนองบัวลำภู,อ้อยโรงงาน,1.03,บาท/กก.,OAE-DIT-sample
2026-03-01,อำนาจเจริญ,อ้อยโรงงาน,1.02,บาท/กก.,OAE-DIT-sample
2026-03-01,อุดรธานี,อ้อยโรงงาน,1.03,บาท/กก.,OAE-DIT-sample
2026-03-01,อุบลราชธานี,อ้อยโรงงาน,1.02,บาท/กก.,OAE-DIT-sample
2026-04-01,กาฬสินธุ์,อ้อยโรงงาน,0.95,บาท/กก.,OAE-DIT-sample
2026-04-01,ขอนแก่น,อ้อยโรงงาน,0.94,บาท/กก.,OAE-DIT-sample
2026-04-01,ชัยภูมิ,อ้อยโรงงาน,0.93,บาท/กก.,OAE-DIT-sample
2026-04-01,นครพนม,อ้อยโรงงาน,0.92,บาท/กก.,OAE-DIT-sample
2026-04-01,นครราชสีมา,อ้อยโรงงาน,0.94,บาท/กก.,OAE-DIT-sample
2026-04-01,บึงกาฬ,อ้อยโรงงาน,0.93,บาท/กก.,OAE-DIT-sample
2026-04-01,บุรีรัมย์,อ้อยโรงงาน,0.93,บาท/กก.,OAE-DIT-sample
2026-04-01,มหาสารคาม,อ้อยโรงงาน,0.95,บาท/กก.,OAE-DIT-sample
2026-04-01,มุกดาหาร,อ้อยโรงงาน,0.95,บาท/กก.,OAE-DIT-sample
2026-04-01,ยโสธร,อ้อยโรงงาน,0.93,บาท/กก.,OAE-DIT-sample
2026-04-01,ร้อยเอ็ด,อ้อยโรงงาน,0.93,บาท/กก.,OAE-DIT-sample
2026-04-01,เลย,อ้อยโรงงาน,0.94,บาท/กก.,OAE-DIT-sample
2026-04-01,ศรีสะเกษ,อ้อยโรงงาน,0.94,บาท/กก.,OAE-DIT-sample
2026-04-01,สกลนคร,อ้อยโรงงาน,0.93,บาท/กก.,OAE-DIT-sample
2026-04-01,สุรินทร์,อ้อยโรงงาน,0.93,บาท/กก.,OAE-DIT-sample
2026-04-01,หนองคาย,อ้อยโรงงาน,0.94,บาท/กก.,OAE-DIT-sample
2026-04-01,หนองบัวลำภู,อ้อยโรงงาน,0.95,บาท/กก.,OAE-DIT-sample
2026-04-01,อำนาจเจริญ,อ้อยโรงงาน,0.95,บาท/กก.,OAE-DIT-sample
2026-04-01,อุดรธานี,อ้อยโรงงาน,0.95,บาท/กก.,OAE-DIT-sample
2026-04-01,อุบลราชธานี,อ้อยโรงงาน,0.94,บาท/กก.,OAE-DIT-sample
